satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
68,94,257,2,0
60,59,279,3,0
28,83,254,4,0
98,54,276,3,0
67,52,271,2,0
86,60,261,2,0
83,90,293,3,0
79,86,282,3,0
54,86,279,5,0
51,86,266,2,0
75,65,280,2,0
51,67,292,3,0
73,74,278,3,0
17,40,257,3,0
88,59,273,3,0
76,79,276,3,0
29,77,281,3,0
62,97,274,3,0
50,85,258,3,0
16,65,271,3,0
18,99,278,6,0
86,68,262,2,0
68,52,263,3,0
68,85,268,3,0
89,78,272,3,0
86,88,274,2,0
43,41,279,3,0
85,58,296,6,0
94,80,284,4,0
58,71,283,3,0
43,60,289,3,0
72,49,285,3,0
95,96,271,3,0
35,67,284,3,0
77,79,274,3,0
74,70,297,2,0
50,60,296,2,0
87,56,273,2,0
55,48,270,3,0
80,65,268,3,0
49,52,285,2,0
54,92,272,3,0
21,87,267,5,0
77,77,276,2,0
53,73,287,3,0
89,49,291,6,0
25,59,278,3,0
53,59,263,2,0
44,45,265,3,0
70,44,263,2,0
54,76,297,4,0
90,56,265,3,0
69,80,267,3,0
78,59,261,3,0
91,49,270,6,0
92,61,287,2,0
96,88,260,2,0
80,77,280,2,0
52,67,275,3,0
52,97,273,2,0
93,96,283,3,0
89,90,270,2,0
83,61,271,4,0
70,84,279,6,0
89,74,270,2,0
21,37,280,3,0
67,78,279,4,0
73,97,263,2,0
85,51,290,4,0
54,85,295,3,0
74,94,277,6,0
71,65,287,2,0
76,52,278,3,0
85,50,275,2,0
82,89,294,3,0
71,79,291,3,0
79,65,283,3,0
86,56,269,3,0
90,78,268,3,0
65,80,278,3,0
53,74,264,2,0
51,91,281,5,0
100,76,281,3,0
92,82,300,3,0
100,59,279,3,0
23,67,269,5,0
52,77,256,2,0
80,83,255,2,0
59,72,261,3,0
75,55,277,2,0
99,58,280,3,0
57,76,277,3,0
87,95,284,3,0
52,47,264,5,0
57,90,275,2,0
32,77,271,4,0
66,81,276,3,0
53,80,267,3,0
55,62,288,3,0
66,90,270,4,0
69,92,274,2,0
67,99,258,3,0
75,37,258,3,0
70,98,271,2,0
71,74,276,2,0
97,60,282,2,0
50,48,260,3,0
34,92,283,3,0
67,74,295,3,0
78,98,282,3,0
52,91,268,2,0
91,51,275,2,0
79,92,292,3,0
83,53,262,2,0
74,76,284,3,0
77,97,293,3,0
49,71,284,3,0
94,89,282,3,0
99,91,287,2,0
69,84,272,3,0
88,59,269,4,0
89,90,287,3,0
80,58,276,2,0
22,89,279,4,0
87,83,278,2,0
66,66,270,4,0
90,68,290,3,0
95,54,296,5,0
49,56,275,6,0
71,68,281,2,0
20,96,265,3,0
95,64,268,5,0
68,80,281,2,0
93,68,283,2,0
85,57,282,3,0
82,68,286,2,0
87,42,283,5,0
88,84,283,3,0
98,79,276,3,0
89,98,269,3,0
92,51,257,3,0
48,60,281,5,0
67,49,283,3,0
84,55,278,3,0
97,78,276,2,0
65,53,297,3,0
79,87,291,2,0
75,75,282,4,0
69,64,277,3,0
85,60,272,3,0
34,41,298,3,0
97,68,278,2,0
39,99,293,6,0
54,81,266,4,0
78,67,280,3,0
49,79,278,3,0
17,83,280,5,0
98,81,265,2,0
90,100,267,5,0
24,89,271,4,0
92,79,263,3,0
36,72,277,3,0
19,76,273,3,0
75,76,265,4,0
91,81,277,3,0
72,95,255,3,0
62,64,283,2,0
97,75,265,2,0
69,64,285,3,0
98,56,298,2,0
62,53,264,3,0
59,82,264,2,0
73,98,267,3,0
71,79,269,3,0
85,58,279,4,0
80,94,279,3,0
48,38,268,3,0
64,40,270,3,0
19,64,271,5,0
82,69,263,3,0
99,96,257,3,0
45,58,285,2,0
89,89,292,2,0
75,78,278,5,0
80,86,268,2,0
78,49,290,2,0
95,76,248,2,0
68,67,275,2,0
82,97,261,3,0
90,69,283,2,0
59,99,286,2,0
66,57,281,4,0
63,56,281,4,0
73,78,278,2,0
63,93,267,4,0
87,62,258,2,0
62,87,274,2,0
53,90,272,3,0
94,83,282,2,0
94,55,274,2,0
55,64,280,2,0
58,72,276,3,0
98,88,288,5,0
74,76,270,4,0
65,48,281,3,0
97,79,300,2,0
58,75,272,2,0
49,77,265,2,0
69,98,287,2,0
55,49,283,3,0
65,89,280,3,0
87,49,264,2,0
12,70,284,4,0
65,84,285,4,0
23,66,279,4,0
62,77,265,3,0
86,72,265,2,0
85,60,290,4,0
74,76,287,2,0
53,76,286,4,0
99,44,267,6,0
48,81,276,3,0
72,74,275,2,0
76,72,274,5,0
41,70,296,3,0
85,88,294,2,0
62,49,294,3,0
16,78,275,6,0
58,61,282,2,0
73,95,268,3,0
28,76,282,2,0
77,61,288,2,0
85,86,288,3,0
56,76,273,2,0
81,100,269,2,0
83,87,276,3,0
49,48,278,3,0
81,97,276,3,0
56,92,261,4,0
77,83,265,3,0
73,50,272,4,0
95,72,275,2,0
69,68,281,3,0
79,89,263,4,0
63,57,264,2,0
80,79,265,3,0
64,61,255,2,0
92,90,267,3,0
96,75,284,2,0
56,85,284,3,0
37,61,268,2,0
50,82,265,2,0
49,58,267,4,0
100,73,282,2,0
82,75,292,3,0
52,54,281,3,0
76,96,280,3,0
20,53,272,4,0
60,90,265,3,0
69,90,285,4,0
93,51,292,2,0
70,64,276,3,0
56,54,271,2,0
97,61,254,3,0
24,65,278,5,0
83,91,268,3,0
55,85,271,2,0
68,99,270,3,0
48,53,284,4,0
75,95,259,3,0
61,50,271,3,0
50,74,287,2,0
78,54,275,3,0
61,68,285,3,0
48,50,285,3,0
93,92,277,2,0
78,58,260,2,0
92,99,264,4,0
71,98,287,3,0
15,42,278,3,0
14,83,277,5,0
56,72,280,2,0
100,84,292,3,0
77,82,260,4,0
86,66,260,2,0
88,95,290,3,0
85,84,291,3,0
95,56,280,2,0
65,65,272,3,0
70,55,269,2,0
60,55,290,3,0
84,83,271,3,0
23,59,278,5,0
89,75,277,3,0
98,91,273,2,0
88,83,284,3,0
87,52,286,4,0
93,96,286,4,0
13,95,287,2,0
99,56,277,4,0
52,51,268,2,0
58,98,268,3,0
85,57,277,2,0
41,59,293,3,0
100,80,289,3,0
63,64,299,3,0
63,58,260,3,0
63,90,267,3,0
59,62,279,4,0
88,77,276,4,0
72,70,274,3,0
67,81,259,2,0
41,54,273,4,0
30,68,282,6,0
83,84,290,2,0
73,93,272,2,0
87,90,295,2,0
93,74,309,4,0
97,91,288,3,0
70,54,273,4,0
66,95,267,3,0
62,66,271,3,0
56,52,274,2,0
32,72,260,5,0
55,81,274,3,0
69,91,303,2,0
91,63,271,3,0
33,82,282,6,0
37,74,263,3,0
95,57,280,3,0
17,91,297,5,0
95,53,293,3,0
27,69,278,5,0
91,95,266,3,0
49,61,272,2,0
60,56,281,3,0
52,57,268,3,0
54,65,283,3,0
86,53,289,2,0
78,87,283,3,0
60,81,274,3,0
15,91,310,3,0
72,92,255,3,0
94,85,270,2,0
92,56,267,3,0
60,88,279,3,0
41,68,279,3,0
50,43,273,2,0
80,91,289,2,0
67,83,281,3,0
71,88,279,3,0
66,85,266,5,0
77,74,265,2,0
62,54,280,2,0
95,53,268,3,0
89,75,283,2,0
74,83,289,2,0
19,80,286,5,0
83,77,292,3,0
53,64,284,4,0
98,75,269,2,0
74,99,283,2,0
22,88,275,5,0
76,68,269,3,0
89,91,261,3,0
50,84,269,4,0
17,82,278,4,0
46,38,273,3,0
68,78,276,3,0
77,86,283,2,0
68,83,273,3,0
15,70,290,4,0
70,98,281,5,0
66,96,278,2,0
54,52,270,3,0
57,57,256,3,0
78,58,285,3,0
14,83,280,6,0
73,86,283,3,0
65,97,261,2,0
31,59,265,3,0
77,55,255,2,0
68,85,290,4,0
79,69,284,2,0
92,62,271,3,0
77,96,273,4,0
48,89,268,2,0
63,66,253,2,0
92,49,270,3,0
50,85,279,6,0
52,91,285,2,0
73,79,271,3,0
99,87,280,3,0
91,99,283,3,0
85,79,262,2,0
95,69,258,2,0
67,85,281,4,0
86,55,278,2,0
71,54,282,3,0
99,95,271,5,0
57,61,285,2,0
98,72,282,2,0
62,58,268,2,0
74,79,267,4,0
70,60,271,3,0
80,93,279,3,0
65,69,284,3,0
53,52,268,4,0
43,62,271,3,0
59,65,262,3,0
16,96,281,6,0
84,80,288,3,0
78,95,261,4,0
66,91,287,3,0
70,74,286,2,0
73,63,283,3,0
65,88,261,4,0
79,59,274,4,0
57,68,284,3,0
24,58,265,4,0
95,78,278,2,0
38,54,282,3,0
90,78,287,2,0
50,40,275,4,0
68,61,270,5,0
50,78,253,3,0
85,81,275,4,0
95,52,284,3,0
92,92,262,2,0
83,87,282,3,0
90,78,274,2,0
21,77,278,4,0
94,86,283,4,0
70,85,257,3,0
54,76,287,4,0
77,65,268,3,0
62,49,278,2,0
93,55,278,2,0
81,86,283,3,0
99,79,278,2,0
78,49,281,3,0
66,63,275,5,0
90,72,267,2,0
74,53,260,2,0
65,78,284,5,0
99,52,274,3,0
83,72,269,3,0
60,82,298,3,0
55,93,261,3,0
96,71,281,3,0
83,94,280,3,0
95,70,286,3,0
77,88,283,3,0
83,95,262,3,0
87,54,278,3,0
69,49,296,4,0
67,58,272,3,0
55,49,276,2,0
55,82,285,6,0
39,48,265,3,0
51,93,267,3,0
39,38,264,3,0
96,93,262,3,0
68,81,287,2,0
67,71,271,3,0
68,44,286,5,0
56,58,292,3,0
90,70,268,3,0
69,59,276,3,0
99,71,276,3,0
42,59,264,2,0
28,51,288,3,0
55,65,284,3,0
91,53,277,6,0
53,98,283,4,0
87,74,298,3,0
57,60,270,4,0
59,77,282,3,0
76,89,267,3,0
59,42,282,3,0
50,54,276,2,0
55,55,281,4,0
92,53,288,2,0
80,51,272,3,0
93,66,274,3,0
67,57,268,3,0
78,55,272,2,0
61,70,274,3,0
74,84,255,3,0
50,49,271,3,0
84,96,255,2,0
89,55,262,2,0
77,89,279,3,0
64,71,268,4,0
77,89,287,5,0
74,58,270,4,0
88,96,270,2,0
88,96,259,4,0
89,88,279,4,0
74,59,275,4,0
63,74,274,2,0
63,80,271,2,0
68,92,280,4,0
14,81,289,3,0
86,94,266,4,0
73,53,279,2,0
57,56,275,3,0
97,75,285,3,0
67,36,262,4,0
89,74,275,2,0
80,96,288,3,0
30,51,253,3,0
14,73,274,6,0
91,80,287,3,0
49,81,265,3,0
57,68,284,4,0
59,62,283,3,0
50,70,266,2,0
69,97,302,2,0
81,68,295,3,0
79,82,279,3,0
55,91,257,4,0
92,62,275,2,0
94,59,276,3,0
67,55,278,3,0
53,92,279,3,0
77,59,274,5,0
57,82,282,3,0
64,97,276,2,0
35,100,282,2,0
66,71,261,3,0
59,84,265,3,0
49,93,270,3,0
91,99,271,3,0
12,60,275,4,0
74,68,272,5,0
84,94,281,2,0
51,99,294,3,0
94,71,284,3,0
74,66,257,2,0
52,54,290,3,0
31,92,266,6,0
72,59,275,2,0
92,100,279,2,0
56,64,274,3,0
76,45,283,6,0
59,90,279,4,0
50,74,278,3,0
88,72,286,4,0
86,49,271,2,0
66,99,286,3,0
70,69,294,3,0
98,93,283,4,0
61,73,276,3,0
57,66,258,2,0
84,91,284,3,0
76,40,273,5,0
64,99,271,4,0
87,70,271,3,0
62,69,271,2,0
16,99,262,6,0
83,87,254,3,0
36,59,274,2,0
47,51,259,5,0
54,51,287,4,0
83,83,268,3,0
96,68,269,2,0
91,74,285,3,0
56,59,285,3,0
73,66,288,3,0
97,63,280,3,0
75,74,288,3,0
49,76,269,2,0
57,94,276,3,0
41,58,269,2,0
53,70,281,2,0
93,60,289,3,0
58,90,284,3,0
60,54,272,3,0
74,80,275,2,0
62,52,270,3,0
70,76,262,3,0
93,75,276,2,0
75,90,272,2,0
95,48,297,6,0
43,98,268,3,0
77,58,270,4,0
67,100,273,3,0
51,72,263,4,0
94,53,290,2,0
90,85,282,3,0
80,78,284,3,0
34,89,268,6,0
45,53,290,4,0
97,66,269,4,0
50,48,274,4,0
89,62,281,2,0
76,50,287,3,0
66,84,267,2,0
74,63,258,2,0
69,74,264,3,0
59,57,288,3,0
100,85,276,3,0
61,75,270,4,0
98,42,274,3,0
59,71,274,3,0
22,69,291,6,0
71,95,265,2,0
86,53,265,3,0
65,59,270,3,0
93,67,285,3,0
49,69,281,2,0
78,77,278,4,0
62,70,274,4,0
72,63,282,2,0
70,56,272,6,0
54,93,267,2,0
61,95,281,4,0
84,95,283,3,0
80,58,292,3,0
58,50,275,3,0
97,87,293,6,0
92,55,299,2,0
96,51,264,4,0
73,87,288,3,0
73,71,277,3,0
53,83,288,3,0
17,82,291,5,0
75,76,284,4,0
76,44,268,4,0
76,77,293,3,0
92,55,285,3,0
82,88,270,2,0
38,50,284,3,0
49,72,290,3,0
53,80,273,3,0
56,59,296,2,0
69,98,258,2,0
62,99,268,3,0
71,76,281,2,0
52,100,286,3,0
20,53,280,4,0
93,61,274,3,0
74,81,274,2,0
78,45,272,6,0
85,79,279,2,0
79,56,285,2,0
92,91,286,2,0
58,97,274,3,0
68,72,250,3,0
90,67,273,3,0
67,71,285,2,0
79,73,268,3,0
23,48,295,6,0
98,99,270,4,0
80,75,290,4,0
77,84,266,4,0
100,91,261,4,0
60,92,265,4,0
49,54,276,3,0
91,99,272,4,0
97,52,276,3,0
71,76,267,2,0
62,91,288,3,0
61,92,287,4,0
21,60,259,4,0
64,97,278,3,0
61,65,289,2,0
58,75,279,3,0
41,90,267,2,0
98,73,260,3,0
50,88,269,5,0
98,61,274,2,0
40,85,275,2,0
63,92,268,2,0
75,53,261,3,0
82,84,272,2,0
55,62,275,2,0
44,36,295,3,0
92,88,281,3,0
57,56,273,3,0
73,86,276,3,0
82,92,288,3,0
54,75,255,2,0
64,95,289,4,0
99,76,261,5,0
19,92,258,6,0
86,96,299,3,0
65,66,258,3,0
52,81,280,2,0
85,49,273,3,0
61,64,255,4,0
77,57,293,3,0
54,94,274,2,0
76,74,292,3,0
79,90,283,4,0
89,93,282,2,0
60,80,259,2,0
51,58,284,3,0
20,72,281,2,0
93,60,251,2,0
77,54,267,4,0
80,87,265,2,0
80,97,250,3,0
62,92,286,3,0
79,72,281,3,0
88,73,275,3,0
96,73,270,3,0
34,69,282,3,0
34,65,299,4,0
88,85,259,3,0
66,61,284,3,0
55,71,289,2,0
59,51,291,2,0
62,73,284,3,0
78,93,287,3,0
73,75,279,3,0
71,94,268,3,0
97,86,279,2,0
21,74,278,4,0
52,96,277,3,0
73,88,284,3,0
74,83,281,3,0
26,71,294,2,0
52,78,284,3,0
69,54,262,3,0
79,59,272,6,0
93,62,288,3,0
34,87,288,2,0
77,52,279,3,0
36,73,254,3,0
93,58,277,3,0
70,58,265,3,0
51,49,275,2,0
83,78,278,3,0
89,89,278,2,0
94,59,283,2,0
80,55,289,3,0
74,66,273,2,0
50,91,282,2,0
54,84,267,2,0
50,54,279,3,0
17,91,266,4,0
57,53,279,2,0
80,51,262,3,0
45,64,273,4,0
87,50,280,2,0
98,64,264,4,0
55,80,275,3,0
53,50,266,3,0
75,48,271,6,0
96,59,283,3,0
71,97,251,3,0
70,63,275,3,0
33,94,277,6,0
93,94,272,2,0
64,65,285,2,0
27,45,264,4,0
99,99,292,2,0
81,62,274,3,0
60,91,285,3,0
32,40,264,5,0
48,68,278,2,0
87,51,290,3,0
91,79,292,4,0
24,89,266,4,0
66,56,289,4,0
94,59,267,2,0
93,97,268,4,0
19,55,269,4,0
88,45,279,2,0
76,47,285,2,0
67,64,288,3,0
54,50,264,2,0
53,95,278,5,0
67,92,292,4,0
50,38,282,4,0
49,76,250,3,0
82,71,263,3,0
86,71,268,3,0
50,50,271,3,0
82,60,284,2,0
95,78,283,2,0
64,87,277,4,0
91,50,271,2,0
79,75,267,3,0
83,56,277,3,0
66,60,279,2,0
92,80,296,4,0
59,47,270,3,0
60,83,278,2,0
68,97,272,4,0
58,73,274,6,0
93,77,258,2,0
66,50,276,3,0
80,99,273,3,0
28,79,284,5,0
84,59,270,2,0
86,58,271,5,0
46,45,295,2,0
94,92,273,2,0
80,76,285,2,0
13,63,277,6,0
95,73,280,3,0
93,88,280,4,0
86,81,267,3,0
67,93,279,2,0
73,60,256,3,0
62,92,290,2,0
53,81,286,2,0
68,68,278,3,0
69,55,269,2,0
66,92,287,3,0
98,56,280,3,0
57,39,278,6,0
64,78,268,4,0
71,58,283,4,0
94,70,278,4,0
80,85,283,2,0
59,94,279,2,0
95,70,271,3,0
100,39,290,5,0
53,59,271,4,0
35,59,276,3,0
73,66,286,3,0
89,63,284,3,0
21,93,277,3,0
21,85,264,3,0
60,83,276,2,0
94,69,282,3,0
92,68,282,3,0
92,78,263,3,0
71,98,268,3,0
69,83,255,3,0
26,51,267,2,0
21,78,269,6,0
36,42,278,2,0
81,92,278,4,0
54,88,277,2,0
63,87,283,2,0
86,75,278,4,0
80,79,289,2,0
55,58,285,3,0
18,60,271,2,0
88,98,279,3,0
65,86,278,2,0
99,100,274,2,0
88,93,270,2,0
67,59,284,5,0
53,59,275,2,0
83,61,271,3,0
36,71,289,3,0
62,64,279,3,0
72,67,288,2,0
79,54,264,3,0
100,87,270,3,0
65,52,270,3,0
84,91,262,4,0
81,59,268,3,0
59,51,262,2,0
78,53,284,3,0
22,52,279,4,0
96,98,274,3,0
85,80,279,2,0
12,73,269,3,0
60,68,267,2,0
93,84,269,3,0
73,86,275,2,0
70,66,271,2,0
18,59,290,3,0
81,60,263,3,0
28,90,266,6,0
74,79,278,3,0
50,74,260,5,0
83,85,259,2,0
55,66,269,2,0
77,94,277,2,0
92,58,273,2,0
59,89,285,2,0
45,72,286,3,0
76,97,288,3,0
89,69,281,3,0
73,50,275,2,0
65,70,266,3,0
14,96,264,5,0
30,47,255,4,0
53,82,275,3,0
66,89,279,3,0
84,59,272,2,0
74,97,272,4,0
56,40,270,3,0
42,47,272,3,0
29,80,266,6,0
54,72,251,4,0
80,52,300,2,0
89,93,265,4,0
92,58,279,3,0
87,68,268,3,0
76,82,267,3,0
64,61,277,3,0
83,57,267,5,0
55,60,288,4,0
83,70,278,3,0
58,62,292,3,0
67,97,283,3,0
65,57,277,3,0
89,95,269,3,0
84,50,276,3,0
50,70,274,2,0
70,51,281,3,0
79,83,288,3,0
19,72,283,6,0
89,50,276,2,0
36,60,268,6,0
62,66,280,3,0
84,93,263,4,0
65,87,286,2,0
65,70,277,3,0
87,92,278,2,0
66,73,286,2,0
83,90,293,4,0
89,63,280,3,0
91,97,279,3,0
91,56,280,2,0
83,50,282,2,0
87,82,291,2,0
62,79,299,3,0
54,100,289,2,0
84,53,268,3,0
33,82,270,5,0
79,58,277,6,0
31,41,294,3,0
68,81,267,2,0
52,70,270,5,0
54,64,264,4,0
73,78,283,4,0
49,74,288,3,0
37,67,273,2,0
53,84,300,3,0
58,75,275,3,0
20,51,284,2,0
91,60,288,5,0
53,78,287,2,0
99,72,270,3,0
97,87,256,4,0
18,93,277,4,0
83,93,276,5,0
49,47,289,3,0
74,93,279,4,0
70,60,270,3,0
97,91,269,2,0
92,91,258,4,0
94,70,268,3,0
100,98,306,2,0
50,51,264,4,0
77,89,289,3,0
68,71,271,4,0
57,43,279,3,0
57,61,285,4,0
48,97,271,6,0
70,95,278,6,0
68,43,272,2,0
62,68,271,3,0
61,51,289,3,0
83,77,266,2,0
99,80,307,5,0
58,72,274,2,0
93,83,258,2,0
66,50,271,3,0
52,98,270,3,0
50,60,262,3,0
16,70,267,4,0
62,74,270,2,0
49,49,272,3,0
56,91,271,2,0
96,59,281,6,0
50,75,265,3,0
99,99,277,2,0
54,51,275,3,0
52,90,253,2,0
81,99,275,4,0
50,73,293,2,0
51,88,273,4,0
41,47,270,2,0
62,72,273,2,0
56,68,284,3,0
96,75,278,3,0
58,64,272,2,0
66,75,283,2,0
56,75,271,2,0
56,93,282,3,0
67,91,284,3,0
72,71,278,3,0
59,79,273,3,0
95,55,277,2,0
100,93,281,4,0
56,64,273,3,0
52,49,276,3,0
88,90,284,2,0
58,84,272,2,0
86,92,282,2,0
19,64,289,4,0
60,60,286,3,0
82,87,268,4,0
64,75,270,3,0
83,67,264,3,0
57,75,270,2,0
98,92,279,3,0
54,69,278,2,0
72,66,284,2,0
89,87,284,2,0
41,57,271,3,0
93,62,268,2,0
90,90,275,3,0
38,59,267,2,0
52,88,276,3,0
99,72,264,2,0
69,74,269,2,0
76,76,289,3,0
42,46,288,2,0
78,90,275,4,0
37,46,276,6,0
89,39,252,3,0
93,49,285,3,0
98,56,277,3,0
65,56,273,3,0
30,61,273,5,0
97,100,276,2,0
84,49,276,2,0
76,76,277,3,0
50,74,284,3,0
48,61,276,3,0
56,63,282,4,0
99,77,274,3,0
65,94,273,3,0
92,81,273,2,0
88,76,273,3,0
99,86,266,3,0
96,93,286,2,0
55,85,282,2,0
71,94,268,3,0
72,68,297,4,0
23,50,279,3,0
78,61,293,3,0
82,61,274,2,0
49,74,272,4,0
96,82,287,2,0
50,78,267,3,0
98,57,272,3,0
85,57,277,3,0
72,75,283,3,0
78,83,283,2,0
62,43,278,2,0
64,38,297,6,0
24,50,270,3,0
84,78,249,2,0
61,61,266,2,0
79,71,266,3,0
86,77,272,3,0
70,54,275,3,0
53,76,282,4,0
58,88,290,4,0
45,55,270,2,0
86,87,282,3,0
95,81,293,2,0
51,84,285,2,0
35,41,269,3,0
99,57,287,3,0
73,49,276,2,0
44,48,291,3,0
43,74,261,5,0
81,77,287,2,0
77,83,273,3,0
52,86,288,3,0
21,92,264,2,0
88,93,276,3,0
48,80,275,2,0
21,63,278,3,0
81,53,261,3,0
38,77,278,5,0
67,77,266,2,0
87,94,275,2,0
85,41,278,6,0
52,90,294,3,0
90,95,267,4,0
85,56,273,3,0
77,52,273,3,0
61,97,285,2,0
74,54,270,3,0
56,85,260,3,0
28,97,261,3,0
86,68,270,3,0
63,78,288,2,0
85,96,263,2,0
84,84,268,5,0
98,60,280,3,0
51,78,269,4,0
71,85,275,2,0
88,69,286,4,0
16,81,275,6,0
98,86,277,2,0
81,76,277,3,0
17,79,272,5,0
22,65,269,4,0
67,69,268,3,0
72,83,271,2,0
67,91,267,3,0
47,55,276,2,0
51,75,260,2,0
88,71,280,3,0
48,94,295,4,0
66,99,274,3,0
58,50,277,3,0
23,96,265,4,0
86,77,270,2,0
81,99,268,5,0
75,54,279,4,0
49,89,293,4,0
31,50,280,5,0
83,75,282,5,0
70,55,275,3,0
49,99,270,3,0
57,92,273,2,0
37,45,271,5,0
69,75,260,2,0
62,98,288,2,0
50,68,274,4,0
81,73,273,2,0
20,41,279,3,0
22,58,270,5,0
63,79,278,2,0
68,53,268,4,0
52,49,272,2,0
22,52,269,6,0
51,82,275,4,0
66,92,272,3,0
26,37,278,3,0
42,40,251,2,0
86,77,285,3,0
52,68,269,4,0
95,64,267,4,0
63,94,273,2,0
100,54,287,2,0
54,58,281,2,0
90,70,270,4,0
49,99,280,5,0
81,60,285,2,0
50,66,277,4,0
70,88,284,3,0
50,85,269,2,0
98,66,282,3,0
86,51,277,3,0
93,77,298,5,0
62,75,270,3,0
64,57,267,3,0
66,94,269,3,0
65,86,263,2,0
89,84,279,2,0
77,58,278,2,0
40,36,253,4,0
36,44,261,4,0
30,48,280,2,0
90,64,268,3,0
23,49,288,5,0
24,79,260,5,0
98,92,272,2,0
49,48,283,2,0
23,48,266,4,0
79,71,281,3,0
21,76,274,6,0
38,92,276,2,0
17,59,270,4,0
56,69,284,2,0
97,70,278,2,0
22,78,284,6,0
84,88,286,3,0
64,63,271,5,0
78,69,281,3,0
23,40,268,4,0
99,82,279,4,0
15,76,273,6,0
24,96,268,6,0
84,71,271,3,0
82,58,272,6,0
17,86,261,6,0
72,71,275,2,0
86,91,278,3,0
75,55,285,3,0
93,82,283,3,0
75,52,291,3,0
45,55,260,3,0
44,87,270,4,0
55,90,271,3,0
78,56,276,2,0
50,52,270,3,0
96,66,265,3,0
72,53,270,4,0
77,55,291,3,0
89,94,265,3,0
58,79,292,6,0
75,96,291,3,0
77,80,280,3,0
76,87,277,3,0
87,76,268,2,0
95,74,275,3,0
73,54,287,3,0
20,56,284,6,0
55,43,272,6,0
21,53,270,5,0
91,74,293,5,0
61,87,259,3,0
89,59,294,3,0
65,76,278,2,0
70,48,295,2,0
79,95,279,4,0
99,67,274,2,0
52,77,280,4,0
71,97,287,3,0
21,58,276,4,0
40,62,281,5,0
74,75,288,3,0
79,60,289,3,0
88,58,285,3,0
89,93,266,2,0
61,72,274,2,0
48,54,289,5,0
81,98,278,2,0
71,74,254,3,0
92,53,281,3,0
99,71,265,4,0
74,55,282,2,0
100,94,261,4,0
81,55,280,4,0
59,70,284,2,0
90,58,266,2,0
98,90,294,2,0
56,55,269,4,0
86,89,274,4,0
82,59,265,3,0
94,53,278,3,0
68,96,290,3,0
81,69,284,2,0
59,59,275,3,0
54,82,278,2,0
77,87,271,2,0
62,61,281,4,0
58,57,273,6,0
63,84,307,2,0
78,100,264,2,0
82,78,301,3,0
73,86,252,4,0
53,74,274,2,0
88,62,269,2,0
65,60,265,4,0
57,61,267,5,0
93,76,283,3,0
83,64,272,2,0
73,45,287,4,0
78,67,272,3,0
90,62,272,5,0
59,66,285,3,0
67,89,263,3,0
59,51,280,2,0
53,54,280,3,0
56,73,293,2,0
72,89,275,3,0
81,49,259,5,0
54,68,271,3,0
91,87,272,3,0
51,96,281,3,0
59,39,287,5,0
64,86,260,3,0
95,68,273,3,0
75,69,272,2,0
44,38,280,2,0
55,60,282,3,0
60,81,288,2,0
84,58,282,2,0
49,65,271,3,0
75,71,263,3,0
35,81,302,5,0
68,78,293,3,0
52,53,273,3,0
78,57,273,3,0
44,92,278,4,0
18,86,286,4,0
37,52,274,4,0
71,76,277,3,0
55,83,275,3,0
98,78,291,2,0
88,53,248,3,0
79,90,289,5,0
96,66,278,3,0
30,55,269,2,0
59,90,276,2,0
72,55,283,3,0
59,87,279,2,0
93,68,258,3,0
49,86,292,5,0
73,95,255,3,0
53,60,296,3,0
77,83,294,3,0
45,62,282,5,0
95,78,274,3,0
86,69,302,4,0
59,58,294,4,0
95,63,272,3,0
70,92,283,2,0
56,64,287,3,0
50,92,286,2,0
76,92,280,3,0
85,77,264,3,0
98,100,284,3,0
65,40,286,2,0
44,97,289,5,0
55,97,282,2,0
16,80,276,5,0
16,90,272,2,0
75,100,286,4,0
59,57,283,2,0
48,87,278,2,0
18,68,268,5,0
80,72,281,2,0
80,88,274,2,0
15,52,287,4,0
62,86,277,2,0
21,99,279,4,0
90,82,283,2,0
51,100,276,2,0
99,90,280,3,0
71,49,294,2,0
89,93,285,2,0
74,67,286,3,0
84,85,255,2,0
40,64,281,3,0
100,71,264,2,0
48,51,273,3,0
99,60,282,2,0
73,81,298,3,0
84,91,279,4,0
55,70,274,4,0
44,99,276,2,0
95,67,277,3,0
76,65,278,3,0
94,70,270,5,0
85,50,267,3,0
57,62,285,2,0
67,49,275,2,0
70,67,280,3,0
67,55,265,3,0
72,84,268,3,0
71,53,274,3,0
51,80,275,3,0
98,65,285,2,0
52,83,260,4,0
21,90,265,4,0
43,93,291,3,0
91,62,290,3,0
74,85,273,5,0
34,81,267,5,0
28,46,283,2,0
70,79,271,3,0
53,59,272,3,0
97,51,291,4,0
96,59,288,2,0
74,53,282,3,0
79,86,280,4,0
61,47,267,5,0
36,40,296,4,0
15,91,281,4,0
61,50,261,2,0
59,94,280,3,0
58,77,272,2,0
49,92,283,2,0
92,96,272,3,0
72,92,286,3,0
77,85,277,5,0
60,57,265,3,0
21,40,283,3,0
83,75,291,3,0
71,95,301,3,0
94,46,264,2,0
59,99,282,2,0
59,59,275,2,0
99,68,289,3,0
64,70,269,4,0
54,50,267,3,0
78,63,280,2,0
70,79,283,4,0
90,62,263,6,0
14,74,293,5,0
33,69,270,3,0
73,53,257,2,0
80,87,251,3,0
17,91,280,5,0
34,91,267,4,0
